Time Left,Rounded Units Left,Bid Ask Spread,Volume Misbalance,Action,Reward,Volume
10,0,1,2,0,no trade ,0
0,10,1,1,0,-0.6376681536961455,200
1,8,2,3,1,-0.591072645848254,100
2,7,2,2,10,no trade ,0
3,7,3,0,10,no trade ,0
4,7,2,2,1,-0.6067425425615449,280
5,4,2,3,1,-0.6031529626977074,100
6,3,2,0,1,-0.5991319429463893,300
7,0,3,1,0,-0.5876211267484102,2
8,0,0,3,0,no trade ,0
9,0,3,2,0,-0.6048787222476293,18
10,0,2,3,0,no trade ,0
0,10,1,2,0,-0.5479286571002062,1
1,9,3,4,2,-0.44553934300333936,300
2,6,2,2,1,-0.4702694773537203,100
3,5,1,3,10,no trade ,0
4,5,1,4,10,no trade ,0
5,5,1,4,10,no trade ,0
6,5,0,2,0,-0.4581891605042669,100
7,4,2,2,1,-0.44438308410489163,499
8,0,2,2,0,no trade ,0
9,0,2,2,0,no trade ,0
10,0,2,3,0,no trade ,0
0,10,1,2,0,-0.4487478209841385,100
1,9,1,2,0,-0.45565163361466365,100
2,8,1,2,0,-0.4591035399299263,100
3,7,1,2,0,no trade ,0
4,7,0,2,0,no trade ,0
5,7,2,1,1,-0.45392568045703235,11
6,6,1,2,0,-0.4729111651909767,100
7,5,1,2,0,-0.4815409309791332,100
8,4,1,1,0,-0.48499283729439585,100
9,3,1,2,0,-0.48671879045202715,200
10,1,1,1,0,-0.39807383627608345,189
0,10,0,2,0,-0.5264157130775471,500
1,5,1,1,0,-0.5264157130775471,200
2,3,1,1,0,no trade ,0
3,3,1,0,0,no trade ,0
4,3,1,1,0,-0.49880046255544624,10
5,2,1,0,0,-0.5177859472893905,100
6,1,1,1,0,-0.5384973851809662,100
7,0,1,1,0,-0.5126080878164967,90
8,0,2,1,0,no trade ,0
9,0,3,2,0,no trade ,0
10,0,2,3,0,no trade ,0
0,10,2,2,1,-0.44816099691054384,29
1,9,2,2,1,no trade ,0
2,9,2,1,1,-0.46825109166537215,31
3,9,1,1,0,-0.5264157130775471,100
4,8,0,1,0,-0.5281416662351783,100
5,7,1,1,0,-0.5264157130775471,100
6,6,1,2,0,no trade ,0
7,6,1,1,0,-0.5402233383385975,100
8,5,1,1,0,-0.5298676193928097,100
9,4,1,1,0,no trade ,0
10,4,1,1,0,-0.4539774590517613,440
0,10,2,1,1,-0.4327930540451901,47
1,9,2,1,1,-0.4881673657500907,31
2,9,1,1,0,-0.5264702328551948,100
3,8,1,0,0,-0.573075794452212,1
4,8,0,1,0,-0.5765280582742134,1
5,8,1,1,0,-0.5903371135622184,1
6,8,2,0,1,-0.637909309029396,226
7,5,1,0,0,-0.6749175772012497,115
8,4,2,0,1,-0.6692903871713877,115
9,3,2,3,1,-0.6199402758358794,28
10,3,2,3,0,-0.5583691505704866,335
0,10,1,1,0,-0.6093245645832255,100
1,9,1,1,0,-0.6127768284052267,100
2,8,2,0,1,-0.6426216491464277,128
3,6,3,3,1,-0.5795315277993545,60
4,6,1,1,0,-0.6524778623582415,100
5,5,2,3,1,-0.6084787599468351,224
6,2,2,1,1,-0.6093245645832255,13
7,2,1,1,0,-0.6334904113372344,100
8,1,2,3,1,-0.611050696494226,175
9,0,2,3,0,no trade ,0
10,0,1,1,0,no trade ,0
0,10,1,2,0,-0.5230179690331935,100
1,9,2,1,1,-0.5368270243211987,200
2,7,2,1,1,-0.5420054200542005,11
3,6,2,1,1,-0.5417292389484405,155
4,5,2,0,1,-0.5835879377902059,12
5,5,2,0,1,-0.5851587178292165,11
6,5,1,2,0,-0.5834325859182159,2
7,5,1,1,0,no trade ,0
8,5,1,1,0,no trade ,0
9,5,0,1,0,-0.6438472028032383,93
10,4,1,1,0,-0.6046812697426338,416
0,10,2,1,1,-0.5816374087307752,25
1,9,2,1,1,-0.5829147463449157,36
2,9,2,1,1,-0.5974660383546511,114
3,8,2,1,1,-0.610670947473806,126
4,6,2,2,1,-0.6360796092037354,28
5,6,2,2,1,-0.6792846909360813,239
6,4,2,2,1,-0.7178810004660556,130
7,3,2,1,1,-0.7180708749762656,11
8,2,2,2,1,-0.7174494674883055,127
9,1,1,1,0,-0.7853900195052906,1
10,1,3,0,0,-0.7802979303678387,163
0,10,2,3,1,-0.7782170355280875,410
1,5,1,1,0,-0.773400545523599,1
2,5,1,2,0,-0.7319683734419777,300
3,2,2,1,10,no trade ,0
4,2,1,1,0,-0.7077996063943652,200
5,0,2,2,0,-0.6542830507889376,15
6,0,2,2,0,no trade ,0
7,0,1,1,0,-0.6715464558229465,74
8,0,1,1,0,no trade ,0
9,0,2,0,0,no trade ,0
10,0,2,1,0,no trade ,0
0,10,1,2,0,-0.8199126577253033,100
1,9,0,1,0,-0.7560457770182797,12
2,8,0,2,0,-0.7336060621752715,314
3,5,1,1,0,no trade ,0
4,5,1,2,0,-0.7180708749762656,189
5,3,1,2,0,no trade ,0
6,3,1,1,0,-0.6714653133792484,300
7,0,2,1,0,-0.6749175772012497,14
8,0,2,1,0,-0.6714653133792484,71
9,0,1,2,0,no trade ,0
10,0,1,1,0,no trade ,0
0,10,1,1,0,-0.680178158339951,200
1,8,2,2,10,no trade ,0
2,8,1,1,0,-0.6663674343127438,10
3,7,2,1,1,-0.6290266892241826,22
4,7,0,1,0,no trade ,0
5,7,2,1,1,-0.6157338673479957,126
6,6,2,1,1,-0.6140593170596969,36
7,6,2,2,1,-0.6309774539930255,28
8,5,1,1,0,-0.6629147533059421,100
9,4,2,2,1,-0.6236232434485378,126
10,3,1,2,0,-0.6693194765735594,352
0,10,1,2,0,-0.6085717985238897,111
1,8,0,2,0,-0.563684233242695,200
2,6,2,1,1,-0.5688635676982174,21
3,6,2,1,1,-0.5688635676982174,12
4,6,2,3,1,-0.5559152315594112,400
5,2,0,2,0,-0.6327420259829946,100
6,1,1,2,0,-0.5947602399758297,156
7,0,2,2,0,no trade ,0
8,0,1,1,0,no trade ,0
9,0,1,1,0,no trade ,0
10,0,1,2,0,no trade ,0
0,10,0,1,0,-0.5159851686675136,80
1,9,2,2,1,-0.4711281665672726,210
2,7,2,1,1,no trade ,0
3,7,1,1,0,no trade ,0
4,7,1,1,0,-0.4796847045401509,212
5,4,1,2,0,-0.5125279816077648,100
6,3,1,1,0,-0.5211709492571369,100
7,2,1,2,0,-0.5263567298467602,100
8,1,1,1,0,-0.5263567298467602,22
9,1,1,2,0,-0.5263567298467602,100
10,0,1,1,0,-0.5194423557272625,76
0,10,0,2,0,-0.5572594928506631,100
1,9,0,2,0,-0.5641712384984233,100
2,8,1,3,10,no trade ,0
3,8,2,2,1,-0.47388656097455617,222
4,5,2,2,1,-0.477636182988466,120
5,4,1,1,0,-0.5209728281999223,100
6,3,1,2,0,-0.4967817184327617,300
7,0,1,2,0,-0.4967817184327617,58
8,0,2,1,0,no trade ,0
9,0,1,0,0,no trade ,0
10,0,1,2,0,no trade ,0
0,10,0,1,0,-0.4269810537961554,573
1,4,1,2,0,-0.39932236205227495,100
2,3,1,1,0,-0.4045083667542525,50
3,2,1,1,0,-0.44253906790208825,100
4,1,0,1,0,-0.44599640437007326,50
5,1,1,1,0,no trade ,0
6,1,0,1,0,-0.44772507260406585,1
7,1,1,1,0,-0.4269810537961554,100
8,0,1,0,0,-0.39932236205227495,26
9,0,2,2,0,no trade ,0
10,0,2,2,0,no trade ,0
0,10,1,1,0,-0.27606857578039135,100
1,9,1,1,0,-0.27779941324609914,100
2,8,2,0,1,-0.23799015153482014,300
3,5,1,0,0,no trade ,0
4,5,1,2,0,-0.22241261434345008,223
5,2,1,1,0,-0.2518368512604824,277
6,0,1,1,0,no trade ,0
7,0,2,1,0,no trade ,0
8,0,1,1,0,no trade ,0
9,0,1,1,0,no trade ,0
10,0,1,2,0,no trade ,0
0,10,1,1,0,-0.30304079794971256,335
1,6,2,1,1,-0.2621389485350142,24
2,6,1,1,0,-0.2649442404931773,90
3,5,1,2,0,-0.275334210708596,200
4,3,1,1,0,-0.2545542702777585,67
5,2,0,2,0,-0.25282260857518873,100
6,1,1,1,0,-0.20260441920066496,111
7,0,1,2,0,-0.21818937452379303,73
8,0,1,2,0,no trade ,0
9,0,0,2,0,no trade ,0
10,0,1,1,0,no trade ,0
0,10,1,1,0,-0.4037382531188132,100
1,9,1,1,0,-0.44177783157112105,200
2,7,2,2,10,no trade ,0
3,7,2,2,1,-0.43529381251675037,24
4,6,2,1,1,-0.4167062912275545,22
5,6,2,1,1,-0.4294495500090777,148
6,5,2,1,1,-0.3827300313826522,146
7,3,2,1,1,no trade ,0
8,3,1,2,0,-0.39855103787531665,313
9,0,2,1,0,-0.4244871140927993,13
10,0,2,1,0,-0.36820582870086194,34
0,10,1,1,0,-0.3969386431443767,100
1,9,2,2,1,-0.3563799887577291,124
2,7,2,1,1,-0.3952609504042893,34
3,7,2,2,1,-0.3978034332165867,26
4,7,1,1,0,-0.43671898646603535,110
5,6,1,1,0,-0.43671898646603535,100
6,5,1,1,0,-0.45574436805465474,10
7,4,0,1,0,-0.49898387166515334,100
8,3,2,2,1,-0.42374713538288583,22
9,3,1,1,0,-0.4592035283434946,100
10,2,0,1,0,-0.3825485363428028,274
0,10,1,0,0,-0.4100204145185288,110
1,8,1,0,0,-0.4342410297221549,200
2,6,1,1,0,-0.40656032663229646,1
3,6,1,0,0,-0.4307809418359227,100
4,5,1,1,0,-0.4325109857790388,100
5,4,2,1,1,-0.41088543649008685,200
6,2,2,0,10,no trade ,0
7,2,1,1,0,-0.4255908100065741,100
8,1,1,1,0,no trade ,0
9,1,1,1,0,-0.41348050240476114,80
10,1,1,1,0,-0.4113352479152971,109
0,10,0,1,0,-0.4420453464130313,100
1,9,0,1,0,-0.4074429709599564,100
2,8,0,1,0,no trade ,0
3,8,0,1,0,no trade ,0
4,8,1,1,0,no trade ,0
5,8,1,2,0,-0.34861893268972916,14
6,7,0,2,0,-0.34688881391707543,100
7,6,1,2,0,-0.35207917023503665,100
8,5,1,1,0,-0.3572695265529979,200
9,3,2,1,1,-0.3570965146757325,138
10,2,1,1,0,-0.35370548188133116,248
0,10,0,2,0,-0.42139328020489925,300
1,7,1,2,0,-0.35736226842838476,13
2,6,1,1,0,-0.3296731822547569,1
3,6,1,1,0,no trade ,0
4,6,1,2,0,-0.3729373794010505,300
5,3,1,2,0,-0.355631700542533,100
6,2,0,2,0,-0.3729373794010505,13
7,2,1,2,0,-0.36774567574349526,200
8,0,2,2,0,-0.3296731822547569,1
9,0,2,2,0,no trade ,0
