Time Left,Rounded Units Left,Bid Ask Spread,Volume Misbalance,Immediate Cost,Signed Transcation Volume,Action
-167.52848735335758,-357.56679059168209,-67.212410448914426,-150.97614744227877,-237.67895146634672,-273.83512159310152,221.54054023446872,-674.42614266330759,-1228.8082071509964,-208.11371897171756,-479.62338564945424,-795.21684439023932,-896.13578749894157,881.31830722464781,-2703.9523309419428,250.13858050464515,-312.8536150695013,-1865.0945803440959,-1722.7285458626582,5283.571915544243,114.60316820808058,64.631545258435523,-128.70828935983252,-226.45089200171657,981.2310547067226,-34.240943563177872,-438.4564114122731,-621.80391472797953,1921.3478659808325,-1215.0768982410648,-1188.1075496570586,2254.5104311104324,-1392.738865971115,1689.7178656195379,1124.6233205628039
-278.89398535084484
