Time Left,Rounded Units Left,Bid Ask Spread,Volume Misbalance,Immediate Cost,Signed Transcation Volume,Action
-0.18375764027710229,-0.0398907886371902,0.044460130193718951,0.016999781155510894,0.032787963583430869,0.024700072329845474,9.9192285497108317e-05
0.0055245310727124151
