Time Left,Rounded Units Left,Bid Ask Spread,Volume Misbalance,Immediate Cost,Signed Transcation Volume,Action,Reward,Volume
11,15,0,5,8,4,5,no trade ,0
12,15,0,4,8,5,5,no trade ,0
13,15,5,4,7,4,5,no trade ,0
14,15,5,4,8,4,5,no trade ,0
15,15,5,4,8,4,5,0.05958954057714345,10000
0,15,0,5,7,5,5,no trade ,0
1,15,0,5,6,5,5,no trade ,0
2,15,5,3,6,5,5,no trade ,0
3,15,0,3,5,4,5,no trade ,0
4,15,0,4,5,5,5,no trade ,0
5,15,5,2,4,5,5,no trade ,0
6,15,0,4,5,6,5,no trade ,0
7,15,5,4,5,4,5,no trade ,0
8,15,0,4,6,4,5,no trade ,0
9,15,0,5,7,5,5,no trade ,0
10,15,0,5,7,5,5,no trade ,0
11,15,0,5,7,4,5,no trade ,0
12,15,0,4,6,4,5,no trade ,0
13,15,0,3,5,4,5,no trade ,0
14,15,0,3,5,4,5,no trade ,0
15,15,0,3,5,4,5,0.037448759813798374,10000
0,15,0,4,5,5,5,no trade ,0
1,15,0,4,4,4,5,no trade ,0
2,15,5,3,3,5,5,no trade ,0
3,15,0,3,3,4,5,no trade ,0
4,15,0,3,3,5,5,no trade ,0
5,15,5,4,4,4,5,no trade ,0
6,15,5,4,4,4,5,no trade ,0
7,15,0,4,3,5,5,no trade ,0
8,15,0,2,1,5,5,no trade ,0
9,15,0,6,2,4,5,no trade ,0
10,15,0,4,3,4,5,no trade ,0
11,15,0,5,3,5,5,no trade ,0
12,15,0,3,2,4,5,no trade ,0
13,15,0,3,2,4,5,no trade ,0
14,15,5,4,2,5,5,no trade ,0
15,15,5,3,3,4,5,0.01556961145478557,10000
0,15,0,4,3,5,5,no trade ,0
1,15,5,3,2,5,5,no trade ,0
2,15,5,5,1,5,5,no trade ,0
3,15,0,4,1,4,5,no trade ,0
4,15,0,3,1,4,5,no trade ,0
5,15,5,4,2,5,5,no trade ,0
6,15,0,3,3,4,5,no trade ,0
7,15,0,3,3,5,5,no trade ,0
8,15,0,4,3,4,5,no trade ,0
9,15,0,4,3,5,5,no trade ,0
10,15,5,2,3,4,5,no trade ,0
11,15,0,3,3,5,5,no trade ,0
12,15,0,2,3,5,5,no trade ,0
13,15,0,5,3,4,5,no trade ,0
14,15,0,3,3,5,5,no trade ,0
15,15,0,4,2,5,5,0.05487359599401885,10000
0,15,0,4,0,5,5,no trade ,0
1,15,0,0,0,5,5,no trade ,0
2,15,0,4,2,4,5,no trade ,0
3,15,0,2,1,4,5,no trade ,0
4,15,0,3,2,4,5,no trade ,0
5,15,0,4,2,5,5,no trade ,0
6,15,0,4,0,4,5,no trade ,0
7,15,0,5,0,4,5,no trade ,0
8,15,5,4,1,5,5,no trade ,0
9,15,0,5,1,5,5,no trade ,0
10,15,5,3,0,4,5,no trade ,0
11,15,5,3,0,4,5,no trade ,0
12,15,0,3,0,4,5,no trade ,0
13,15,0,4,1,4,5,no trade ,0
14,15,5,4,1,5,5,no trade ,0
15,15,5,3,1,3,5,0.043478260869565216,10000
0,15,0,2,0,5,5,no trade ,0
1,15,0,1,0,5,5,no trade ,0
2,15,0,4,0,4,5,no trade ,0
3,15,0,4,1,5,5,no trade ,0
4,15,0,3,1,4,5,no trade ,0
5,15,0,2,0,4,5,no trade ,0
6,15,0,2,0,5,5,no trade ,0
7,15,0,0,0,5,5,no trade ,0
8,15,0,2,0,7,5,no trade ,0
9,15,0,4,0,4,5,no trade ,0
10,15,0,4,0,4,5,no trade ,0
11,15,5,3,0,5,5,no trade ,0
12,15,0,5,0,4,5,no trade ,0
13,15,0,4,0,5,5,no trade ,0
14,15,0,4,0,5,5,no trade ,0
15,15,0,4,0,5,5,0.037289550577431475,10000
0,15,0,2,0,5,5,no trade ,0
1,15,0,3,0,4,5,no trade ,0
2,15,0,2,0,4,5,no trade ,0
3,15,0,4,0,4,5,no trade ,0
4,15,0,4,0,4,5,no trade ,0
5,15,0,5,0,5,5,no trade ,0
6,15,0,3,0,4,5,no trade ,0
7,15,0,4,0,5,5,no trade ,0
8,15,5,4,1,5,5,no trade ,0
9,15,5,5,1,5,5,no trade ,0
10,15,5,3,0,5,5,no trade ,0
11,15,0,5,0,5,5,no trade ,0
12,15,0,2,0,4,5,no trade ,0
13,15,0,2,0,4,5,no trade ,0
14,15,0,5,0,4,5,no trade ,0
15,15,5,5,1,5,5,0.028238567205703356,10000
0,15,0,4,4,5,5,no trade ,0
1,15,0,4,4,4,5,no trade ,0
2,15,5,5,3,6,5,no trade ,0
3,15,5,4,3,5,5,no trade ,0
4,15,5,5,3,5,5,no trade ,0
5,15,0,4,3,4,5,no trade ,0
6,15,5,5,3,5,5,no trade ,0
7,15,0,4,3,5,5,no trade ,0
8,15,5,4,3,5,5,no trade ,0
9,15,0,5,2,5,5,no trade ,0
10,15,5,5,3,4,5,no trade ,0
11,15,0,3,4,5,5,no trade ,0
12,15,0,5,5,5,5,no trade ,0
13,15,5,3,5,5,5,no trade ,0
14,15,5,4,5,4,5,no trade ,0
15,15,0,5,5,4,5,-0.0011808425659014343,10000
0,15,0,6,6,5,5,no trade ,0
1,15,0,7,6,5,5,no trade ,0
2,15,5,4,7,5,5,no trade ,0
3,15,5,3,8,4,5,no trade ,0
4,15,5,4,9,5,5,no trade ,0
5,15,0,3,8,5,5,no trade ,0
6,15,0,3,8,5,5,no trade ,0
7,15,0,3,7,4,5,no trade ,0
8,15,0,4,7,4,5,no trade ,0
9,15,0,3,7,4,5,no trade ,0
10,15,5,5,8,5,5,no trade ,0
11,15,5,3,8,5,5,no trade ,0
12,15,0,5,7,4,5,no trade ,0
13,15,5,4,8,5,5,no trade ,0
14,15,0,4,8,4,5,no trade ,0
15,15,0,4,8,4,5,0.04034301982432385,10000
0,15,5,4,8,5,5,no trade ,0
1,15,0,5,7,5,5,no trade ,0
2,15,0,5,6,5,5,no trade ,0
3,15,0,4,5,4,5,no trade ,0
4,15,0,3,4,4,5,no trade ,0
5,15,0,5,5,5,5,no trade ,0
6,15,5,4,5,4,5,no trade ,0
7,15,0,4,5,5,5,no trade ,0
8,15,5,5,6,4,5,no trade ,0
9,15,5,3,7,5,5,no trade ,0
10,15,5,5,7,5,5,no trade ,0
11,15,5,5,7,5,5,no trade ,0
12,15,5,4,6,5,5,no trade ,0
13,15,0,4,5,5,5,no trade ,0
14,15,0,4,5,5,5,no trade ,0
15,15,5,5,6,4,5,0.0811702977865805,10000
0,15,5,2,4,5,5,no trade ,0
1,15,0,3,4,4,5,no trade ,0
2,15,0,3,3,5,5,no trade ,0
3,15,5,4,4,6,5,no trade ,0
4,15,5,3,3,5,5,no trade ,0
5,15,5,3,3,5,5,no trade ,0
6,15,0,3,4,5,5,no trade ,0
7,15,0,4,2,5,5,no trade ,0
8,15,0,4,2,4,5,no trade ,0
9,15,0,6,2,5,5,no trade ,0
10,15,0,5,3,5,5,no trade ,0
11,15,0,4,3,5,5,no trade ,0
12,15,0,4,3,4,5,no trade ,0
13,15,0,4,3,4,5,no trade ,0
14,15,5,4,3,4,5,no trade ,0
15,15,5,3,3,4,5,0.03990683769597108,10000
0,15,0,2,3,5,5,no trade ,0
1,15,0,4,2,5,5,no trade ,0
2,15,0,4,1,4,5,no trade ,0
3,15,0,4,1,5,5,no trade ,0
4,15,0,4,1,4,5,no trade ,0
5,15,0,4,2,5,5,no trade ,0
6,15,0,4,3,4,5,no trade ,0
7,15,0,4,3,5,5,no trade ,0
8,15,0,5,3,5,5,no trade ,0
9,15,5,4,4,4,5,no trade ,0
10,15,0,2,3,5,5,no trade ,0
11,15,5,3,3,5,5,no trade ,0
12,15,5,3,3,5,5,no trade ,0
13,15,0,3,3,4,5,no trade ,0
14,15,0,4,3,4,5,no trade ,0
15,15,0,2,1,5,5,0.05425898229626796,10000
0,15,0,4,0,5,5,no trade ,0
1,15,0,2,0,5,5,no trade ,0
2,15,0,4,2,5,5,no trade ,0
3,15,0,4,1,4,5,no trade ,0
4,15,0,5,2,4,5,no trade ,0
5,15,5,4,1,4,5,no trade ,0
6,15,0,3,0,4,5,no trade ,0
7,15,0,5,1,5,5,no trade ,0
8,15,0,4,1,5,5,no trade ,0
9,15,0,4,1,5,5,no trade ,0
10,15,0,5,0,4,5,no trade ,0
11,15,0,5,0,4,5,no trade ,0
12,15,5,4,1,4,5,no trade ,0
13,15,0,4,1,5,5,no trade ,0
14,15,0,3,1,4,5,no trade ,0
15,15,0,1,0,4,5,0.05246677336302276,10000
0,15,0,2,0,5,5,no trade ,0
1,15,0,3,0,5,5,no trade ,0
2,15,5,3,0,4,5,no trade ,0
3,15,0,4,1,5,5,no trade ,0
4,15,0,5,1,5,5,no trade ,0
5,15,0,3,0,4,5,no trade ,0
6,15,0,4,0,5,5,no trade ,0
7,15,0,0,0,4,5,no trade ,0
8,15,0,2,0,4,5,no trade ,0
9,15,0,3,0,4,5,no trade ,0
10,15,0,3,0,4,5,no trade ,0
11,15,0,5,0,4,5,no trade ,0
12,15,0,4,0,4,5,no trade ,0
13,15,0,3,0,4,5,no trade ,0
14,15,5,2,0,5,5,no trade ,0
15,15,0,4,1,5,5,0.0892229529874378,10000
0,15,0,3,0,5,5,no trade ,0
1,15,5,3,0,5,5,no trade ,0
2,15,0,3,0,5,5,no trade ,0
3,15,0,3,0,5,5,no trade ,0
4,15,0,4,0,4,5,no trade ,0
5,15,0,4,0,5,5,no trade ,0
6,15,0,3,0,5,5,no trade ,0
7,15,0,3,0,5,5,no trade ,0
8,15,0,4,0,5,5,no trade ,0
9,15,0,4,0,5,5,no trade ,0
10,15,0,5,0,5,5,no trade ,0
11,15,0,3,0,4,5,no trade ,0
12,15,0,4,0,5,5,no trade ,0
13,15,0,3,0,5,5,no trade ,0
14,15,0,5,0,4,5,no trade ,0
15,15,5,4,1,5,5,0.035401307553206286,10000
0,15,0,4,4,5,5,no trade ,0
1,15,0,4,4,5,5,no trade ,0
2,15,5,5,2,6,5,no trade ,0
3,15,0,5,3,5,5,no trade ,0
4,15,0,6,3,5,5,no trade ,0
5,15,0,4,3,4,5,no trade ,0
6,15,5,5,3,5,5,no trade ,0
7,15,5,5,3,5,5,no trade ,0
8,15,0,5,3,5,5,no trade ,0
9,15,0,4,2,5,5,no trade ,0
10,15,5,5,3,4,5,no trade ,0
11,15,0,3,4,5,5,no trade ,0
12,15,5,4,5,5,5,no trade ,0
13,15,0,4,5,5,5,no trade ,0
14,15,5,4,5,4,5,no trade ,0
15,15,0,5,5,4,5,-0.0014586878755253013,10000
0,15,0,7,6,5,5,no trade ,0
1,15,0,7,6,5,5,no trade ,0
2,15,5,4,7,5,5,no trade ,0
3,15,5,3,8,4,5,no trade ,0
4,15,5,4,9,6,5,no trade ,0
5,15,0,3,8,5,5,no trade ,0
6,15,0,3,8,5,5,no trade ,0
7,15,0,3,7,4,5,no trade ,0
8,15,0,4,7,5,5,no trade ,0
9,15,0,4,7,4,5,no trade ,0
10,15,5,5,8,5,5,no trade ,0
11,15,0,3,8,5,5,no trade ,0
12,15,0,5,7,5,5,no trade ,0
13,15,5,4,8,5,5,no trade ,0
14,15,0,4,8,4,5,no trade ,0
15,15,0,4,8,4,5,0.04034301982432385,10000
0,15,5,4,8,5,5,no trade ,0
1,15,0,5,7,5,5,no trade ,0
2,15,0,5,6,5,5,no trade ,0
3,15,0,4,5,4,5,no trade ,0
4,15,0,3,4,4,5,no trade ,0
5,15,5,2,5,4,5,no trade ,0
6,15,5,4,5,4,5,no trade ,0
7,15,5,4,5,5,5,no trade ,0
8,15,5,5,6,4,5,no trade ,0
9,15,5,3,7,5,5,no trade ,0
10,15,5,5,7,6,5,no trade ,0
11,15,5,5,7,4,5,no trade ,0
12,15,5,4,6,4,5,no trade ,0
13,15,5,3,5,5,5,no trade ,0
14,15,0,4,5,5,5,no trade ,0
15,15,5,5,6,4,5,0.08437000486482729,10000
0,15,0,3,4,5,5,no trade ,0
1,15,0,4,4,4,5,no trade ,0
2,15,0,2,3,5,5,no trade ,0
3,15,0,5,4,6,5,no trade ,0
4,15,0,3,3,5,5,no trade ,0
5,15,5,3,3,4,5,no trade ,0
6,15,0,3,4,5,5,no trade ,0
7,15,0,4,2,5,5,no trade ,0
8,15,0,4,2,4,5,no trade ,0
9,15,0,6,2,5,5,no trade ,0
10,15,0,5,3,5,5,no trade ,0
11,15,0,4,3,5,5,no trade ,0
12,15,0,4,3,4,5,no trade ,0
13,15,0,4,3,4,5,no trade ,0
14,15,5,4,3,4,5,no trade ,0
15,15,5,3,3,4,5,0.039767789481002534,10000
0,15,0,2,3,5,5,no trade ,0
1,15,0,4,2,5,5,no trade ,0
2,15,0,4,1,4,5,no trade ,0
3,15,0,4,1,4,5,no trade ,0
4,15,0,4,1,4,5,no trade ,0
5,15,5,5,2,5,5,no trade ,0
6,15,0,4,3,4,5,no trade ,0
7,15,0,3,3,5,5,no trade ,0
8,15,0,5,3,5,5,no trade ,0
9,15,5,4,4,4,5,no trade ,0
10,15,0,2,3,5,5,no trade ,0
11,15,5,3,3,5,5,no trade ,0
12,15,5,3,3,5,5,no trade ,0
13,15,0,3,3,4,5,no trade ,0
14,15,0,4,3,4,5,no trade ,0
15,15,0,2,1,5,5,0.054537233487530874,10000
0,15,0,4,0,5,5,no trade ,0
1,15,0,2,0,5,5,no trade ,0
2,15,0,4,2,5,5,no trade ,0
3,15,0,4,1,4,5,no trade ,0
4,15,0,5,2,4,5,no trade ,0
5,15,5,4,1,4,5,no trade ,0
6,15,5,4,0,4,5,no trade ,0
7,15,0,5,1,5,5,no trade ,0
8,15,0,4,1,5,5,no trade ,0
9,15,0,4,1,5,5,no trade ,0
10,15,0,6,0,8,5,no trade ,0
11,15,0,5,0,7,5,no trade ,0
12,15,5,4,1,4,5,no trade ,0
13,15,0,4,1,5,5,no trade ,0
14,15,5,4,1,4,5,no trade ,0
15,15,0,1,0,4,5,0.05246677336302276,10000
0,15,5,3,0,5,5,no trade ,0
1,15,0,3,0,5,5,no trade ,0
2,15,5,3,0,4,5,no trade ,0
3,15,0,4,1,4,5,no trade ,0
4,15,0,5,1,5,5,no trade ,0
5,15,0,3,0,5,5,no trade ,0
6,15,0,4,0,5,5,no trade ,0
7,15,0,0,0,5,5,no trade ,0
8,15,0,2,0,4,5,no trade ,0
9,15,0,3,0,4,5,no trade ,0
10,15,0,3,0,4,5,no trade ,0
11,15,0,5,0,5,5,no trade ,0
12,15,0,4,0,4,5,no trade ,0
13,15,0,3,0,4,5,no trade ,0
14,15,5,2,0,5,5,no trade ,0
15,15,0,3,1,4,5,0.09270601336302894,10000
0,15,0,3,0,5,5,no trade ,0
1,15,0,3,0,5,5,no trade ,0
2,15,0,3,0,5,5,no trade ,0
3,15,0,3,0,5,5,no trade ,0
4,15,0,4,0,4,5,no trade ,0
5,15,0,4,0,5,5,no trade ,0
6,15,0,3,0,5,5,no trade ,0
7,15,0,3,0,5,5,no trade ,0
8,15,0,4,0,5,5,no trade ,0
9,15,0,4,0,5,5,no trade ,0
10,15,0,4,0,5,5,no trade ,0
11,15,0,3,0,5,5,no trade ,0
12,15,0,4,0,5,5,no trade ,0
13,15,0,3,0,5,5,no trade ,0
14,15,0,5,0,4,5,no trade ,0
15,15,5,4,1,5,5,0.03595771317290304,10000
0,15,0,5,3,5,5,no trade ,0
1,15,0,5,3,4,5,no trade ,0
2,15,5,4,4,4,5,no trade ,0
3,15,0,4,3,5,5,no trade ,0
4,15,5,4,3,4,5,no trade ,0
5,15,0,4,3,5,5,no trade ,0
6,15,5,3,3,4,5,no trade ,0
7,15,0,4,3,4,5,no trade ,0
8,15,0,5,3,5,5,no trade ,0
9,15,0,4,2,5,5,no trade ,0
