Time Left,Rounded Units Left,Bid Ask Spread,Volume Misbalance,Immediate Cost,Signed Transcation Volume,Action,Reward,Volume
13,3.5075075075075075,5,1,4,4,0,0.04520324072464272,600
14,2.6066066066066065,0,3,1,6,0,0.01738586181717028,500
15,1.8558558558558558,0,0,0,4,3,-0.008414757119510414,1236
0,0.0,5,0,0,5,0,0.0034781398907864076,2148
1,11.78978978978979,5,0,0,4,3,0.0,2948
2,7.363363363363363,0,3,2,5,5,no trade ,0
3,7.363363363363363,5,3,1,4,3,0.041181176306911066,3266
4,2.4594594594594597,0,2,2,4,0,0.05217209836179611,98
5,2.3123123123123124,0,2,0,6,5,no trade ,0
6,2.3123123123123124,5,3,0,5,5,no trade ,0
7,2.3123123123123124,0,5,0,5,0,0.010434419672359222,614
8,1.3903903903903905,5,4,0,5,5,no trade ,0
9,1.3903903903903905,0,4,0,5,5,no trade ,0
10,1.3903903903903905,5,1,0,5,0,0.0034781398907864076,500
11,0.6396396396396397,5,1,0,5,5,no trade ,0
12,0.6396396396396397,5,2,0,4,5,no trade ,0
13,0.6396396396396397,0,5,0,4,5,no trade ,0
14,0.6396396396396397,0,1,0,5,5,no trade ,0
15,0.6396396396396397,0,1,0,5,5,0.014121247956592814,426
0,0.0,0,1,0,4,0,-0.034777770049384434,331
1,14.518018018018019,0,0,0,5,5,no trade ,0
2,14.518018018018019,0,5,0,4,5,no trade ,0
3,14.518018018018019,0,1,0,4,5,no trade ,0
4,14.518018018018019,0,4,0,5,0,0.0,800
5,13.316816816816816,0,1,0,5,3,-0.02503999443555679,2676
6,9.2987987987988,0,0,0,4,5,no trade ,0
7,9.2987987987988,0,0,0,5,3,-0.0726159838631147,3650
8,3.8183183183183185,0,0,0,9,0,-0.09042220212839953,1980
9,0.8453453453453453,0,2,0,5,0,-0.07651109410864575,401
10,0.24324324324324326,0,3,0,4,5,no trade ,0
11,0.24324324324324326,0,4,0,3,5,no trade ,0
12,0.24324324324324326,5,2,0,5,5,no trade ,0
13,0.24324324324324326,0,1,0,4,0,-0.013911108019753773,100
14,0.09309309309309309,0,1,0,4,5,no trade ,0
15,0.09309309309309309,0,2,0,5,0,0.0,62
0,0.0,5,2,0,5,0,-0.048682105848807285,451
1,14.337837837837839,0,0,0,4,3,-0.04937756450379026,2496
2,10.59009009009009,5,0,0,3,0,-0.06259127894846651,300
3,10.13963963963964,0,4,0,4,5,no trade ,0
4,10.13963963963964,5,4,0,6,0,-0.041727519298977674,1251
