Time Left,Rounded Units Left,Bid Ask Spread,Volume Misbalance,Immediate Cost,Signed Transcation Volume,Action,Reward,Volume
3,15,0,3,3,5,5,no trade ,0
4,15,5,3,3,5,5,no trade ,0
5,15,5,2,3,4,5,no trade ,0
6,15,0,4,4,4,5,no trade ,0
7,15,5,3,3,5,5,no trade ,0
8,15,0,4,2,5,5,no trade ,0
9,15,0,3,2,5,5,no trade ,0
10,15,0,5,3,4,5,no trade ,0
11,15,0,5,3,5,5,no trade ,0
12,15,0,4,2,4,5,no trade ,0
13,15,0,4,2,4,5,no trade ,0
14,15,0,5,2,5,5,no trade ,0
15,15,0,3,3,4,5,0.019881130304820825,10000
0,15,0,3,3,5,5,no trade ,0
1,15,5,3,2,4,5,no trade ,0
2,15,0,3,2,4,5,no trade ,0
3,15,0,3,1,5,5,no trade ,0
4,15,0,3,2,4,5,no trade ,0
5,15,5,4,2,5,5,no trade ,0
6,15,0,4,2,4,5,no trade ,0
7,15,0,4,3,4,5,no trade ,0
8,15,5,4,3,5,5,no trade ,0
9,15,0,4,3,4,5,no trade ,0
10,15,0,2,3,4,5,no trade ,0
11,15,0,1,3,4,5,no trade ,0
12,15,0,1,3,4,5,no trade ,0
13,15,0,3,3,4,5,no trade ,0
14,15,0,2,3,4,5,no trade ,0
15,15,5,5,3,5,5,0.07303077725612937,10000
0,15,5,2,1,5,5,no trade ,0
1,15,0,4,0,4,5,no trade ,0
2,15,0,4,1,4,5,no trade ,0
3,15,5,4,2,5,5,no trade ,0
4,15,5,4,2,3,5,no trade ,0
5,15,5,3,2,4,5,no trade ,0
6,15,5,2,0,4,5,no trade ,0
7,15,5,4,0,4,5,no trade ,0
8,15,0,5,2,4,5,no trade ,0
9,15,0,4,0,5,5,no trade ,0
10,15,0,4,0,5,5,no trade ,0
11,15,0,4,0,5,5,no trade ,0
12,15,0,3,0,5,5,no trade ,0
13,15,0,4,0,4,5,no trade ,0
14,15,0,4,0,5,5,no trade ,0
15,15,0,4,1,5,5,0.034294459323153975,10000
0,15,0,4,0,5,5,no trade ,0
1,15,5,2,0,4,5,no trade ,0
2,15,0,4,0,5,5,no trade ,0
3,15,0,4,1,4,5,no trade ,0
4,15,5,5,1,4,5,no trade ,0
5,15,0,1,0,5,5,no trade ,0
6,15,0,3,0,5,5,no trade ,0
7,15,0,2,0,5,5,no trade ,0
8,15,0,1,0,4,5,no trade ,0
9,15,0,2,0,5,5,no trade ,0
10,15,0,2,0,5,5,no trade ,0
11,15,5,3,0,4,5,no trade ,0
12,15,0,3,0,4,5,no trade ,0
13,15,5,2,0,5,5,no trade ,0
14,15,0,4,1,4,5,no trade ,0
15,15,5,5,0,4,5,0.025738235191819413,10000
0,15,0,5,0,5,5,no trade ,0
1,15,0,3,0,4,5,no trade ,0
2,15,0,3,0,4,5,no trade ,0
3,15,0,3,0,5,5,no trade ,0
4,15,0,5,0,4,5,no trade ,0
5,15,0,4,0,4,5,no trade ,0
6,15,0,3,0,5,5,no trade ,0
7,15,0,3,0,5,5,no trade ,0
8,15,0,4,0,5,5,no trade ,0
9,15,0,4,0,4,5,no trade ,0
10,15,5,4,0,5,5,no trade ,0
11,15,0,3,0,5,5,no trade ,0
12,15,0,3,0,4,5,no trade ,0
13,15,0,2,0,5,5,no trade ,0
14,15,5,4,0,5,5,no trade ,0
15,15,0,5,0,5,5,0.004033800465973502,10000
0,15,0,4,4,5,5,no trade ,0
1,15,0,4,4,5,5,no trade ,0
2,15,5,4,3,5,5,no trade ,0
3,15,0,4,3,4,5,no trade ,0
4,15,5,5,3,4,5,no trade ,0
5,15,0,5,3,4,5,no trade ,0
6,15,0,5,4,5,5,no trade ,0
7,15,0,5,3,5,5,no trade ,0
8,15,0,4,3,5,5,no trade ,0
9,15,5,5,2,5,5,no trade ,0
10,15,0,5,2,5,5,no trade ,0
11,15,0,2,4,4,5,no trade ,0
12,15,0,3,5,5,5,no trade ,0
13,15,5,4,5,4,5,no trade ,0
14,15,0,4,4,4,5,no trade ,0
15,15,5,5,5,5,5,0.0036122399360911397,10000
0,15,0,6,6,5,5,no trade ,0
1,15,0,6,6,5,5,no trade ,0
2,15,5,5,7,4,5,no trade ,0
3,15,0,3,8,3,5,no trade ,0
4,15,5,5,9,5,5,no trade ,0
5,15,5,4,8,5,5,no trade ,0
6,15,5,3,8,4,5,no trade ,0
7,15,5,3,7,5,5,no trade ,0
8,15,0,5,7,5,5,no trade ,0
9,15,0,5,7,4,5,no trade ,0
10,15,5,5,8,4,5,no trade ,0
11,15,5,0,8,0,5,no trade ,0
12,15,0,5,7,5,5,no trade ,0
13,15,0,4,8,4,5,no trade ,0
14,15,0,4,8,4,5,no trade ,0
15,15,0,4,8,4,5,0.0330521126271569,10000
0,15,0,4,7,5,5,no trade ,0
1,15,0,5,7,4,5,no trade ,0
2,15,0,4,5,5,5,no trade ,0
3,15,5,4,5,4,5,no trade ,0
4,15,5,2,4,5,5,no trade ,0
5,15,0,3,5,4,5,no trade ,0
6,15,5,2,5,4,5,no trade ,0
7,15,0,4,5,4,5,no trade ,0
8,15,0,4,6,4,5,no trade ,0
9,15,0,3,7,5,5,no trade ,0
10,15,0,5,7,5,5,no trade ,0
11,15,0,5,7,4,5,no trade ,0
12,15,0,4,6,4,5,no trade ,0
13,15,0,3,5,5,5,no trade ,0
14,15,0,3,5,4,5,no trade ,0
15,15,0,4,6,4,5,0.06914764237812294,10000
0,15,0,2,4,5,5,no trade ,0
1,15,5,3,3,4,5,no trade ,0
2,15,0,2,3,5,5,no trade ,0
3,15,0,3,4,4,5,no trade ,0
4,15,0,3,2,5,5,no trade ,0
5,15,0,3,3,5,5,no trade ,0
6,15,0,3,4,4,5,no trade ,0
7,15,0,3,3,5,5,no trade ,0
8,15,0,3,1,4,5,no trade ,0
9,15,5,5,3,3,5,no trade ,0
10,15,0,5,3,4,5,no trade ,0
11,15,0,5,3,4,5,no trade ,0
12,15,0,3,2,5,5,no trade ,0
13,15,0,3,2,5,5,no trade ,0
14,15,5,4,2,5,5,no trade ,0
15,15,0,2,3,4,5,0.034970626064587895,10000
0,15,5,3,3,5,5,no trade ,0
1,15,5,4,2,5,5,no trade ,0
2,15,0,3,1,5,5,no trade ,0
3,15,5,4,1,4,5,no trade ,0
4,15,0,2,1,5,5,no trade ,0
5,15,5,4,3,4,5,no trade ,0
6,15,0,4,2,5,5,no trade ,0
7,15,0,4,3,5,5,no trade ,0
8,15,0,4,3,4,5,no trade ,0
9,15,5,3,3,4,5,no trade ,0
10,15,5,2,3,5,5,no trade ,0
11,15,0,2,3,5,5,no trade ,0
12,15,0,2,3,4,5,no trade ,0
13,15,0,4,3,5,5,no trade ,0
14,15,0,3,3,4,5,no trade ,0
15,15,5,1,2,5,5,0.06901109603812307,10000
0,15,5,2,0,5,5,no trade ,0
1,15,0,4,0,5,5,no trade ,0
2,15,0,3,2,5,5,no trade ,0
3,15,0,4,1,5,5,no trade ,0
4,15,5,5,2,5,5,no trade ,0
5,15,5,3,1,5,5,no trade ,0
6,15,0,6,0,5,5,no trade ,0
7,15,0,5,1,5,5,no trade ,0
8,15,5,4,1,4,5,no trade ,0
9,15,0,4,1,4,5,no trade ,0
10,15,0,4,0,5,5,no trade ,0
11,15,0,4,0,5,5,no trade ,0
12,15,5,4,1,4,5,no trade ,0
13,15,5,4,1,5,5,no trade ,0
14,15,0,4,1,5,5,no trade ,0
15,15,0,1,0,5,5,0.04418313387141664,10000
0,15,0,2,0,5,5,no trade ,0
1,15,0,3,0,5,5,no trade ,0
2,15,0,5,0,5,5,no trade ,0
3,15,0,4,1,4,5,no trade ,0
4,15,0,4,1,5,5,no trade ,0
5,15,5,3,0,5,5,no trade ,0
6,15,0,5,0,5,5,no trade ,0
7,15,0,1,0,5,5,no trade ,0
8,15,5,1,0,3,5,no trade ,0
9,15,0,4,0,5,5,no trade ,0
10,15,0,4,0,5,5,no trade ,0
11,15,5,4,0,4,5,no trade ,0
12,15,0,5,0,5,5,no trade ,0
13,15,0,3,0,4,5,no trade ,0
14,15,0,3,0,5,5,no trade ,0
15,15,0,4,1,4,5,0.07759220598469033,10000
0,15,0,2,0,5,5,no trade ,0
1,15,5,3,0,5,5,no trade ,0
2,15,0,4,0,5,5,no trade ,0
3,15,5,4,0,5,5,no trade ,0
4,15,5,5,0,4,5,no trade ,0
5,15,0,5,0,4,5,no trade ,0
6,15,5,4,0,5,5,no trade ,0
7,15,0,3,0,5,5,no trade ,0
8,15,0,3,0,5,5,no trade ,0
9,15,0,3,0,5,5,no trade ,0
10,15,0,3,0,5,5,no trade ,0
11,15,0,3,0,5,5,no trade ,0
12,15,0,3,0,4,5,no trade ,0
13,15,0,3,0,5,5,no trade ,0
14,15,0,5,1,5,5,no trade ,0
15,15,0,4,1,4,5,0.03240950029558021,10000
0,15,5,4,3,5,5,no trade ,0
1,15,5,4,3,4,5,no trade ,0
2,15,0,4,3,5,5,no trade ,0
3,15,5,4,3,4,5,no trade ,0
4,15,0,5,3,4,5,no trade ,0
5,15,5,6,3,4,5,no trade ,0
6,15,5,4,3,4,5,no trade ,0
7,15,0,4,3,5,5,no trade ,0
8,15,0,4,3,5,5,no trade ,0
9,15,5,4,3,4,5,no trade ,0
10,15,0,4,2,4,5,no trade ,0
11,15,0,6,3,4,5,no trade ,0
12,15,0,3,5,5,5,no trade ,0
13,15,5,4,5,4,5,no trade ,0
14,15,0,2,4,4,5,no trade ,0
15,15,0,5,5,4,5,0.018063709313231667,10000
0,15,0,5,5,5,5,no trade ,0
1,15,0,7,6,4,5,no trade ,0
2,15,0,6,6,5,5,no trade ,0
3,15,0,4,7,5,5,no trade ,0
4,15,5,4,9,5,5,no trade ,0
5,15,0,5,9,4,5,no trade ,0
6,15,0,4,8,4,5,no trade ,0
7,15,0,3,8,4,5,no trade ,0
8,15,0,3,7,4,5,no trade ,0
9,15,0,5,7,5,5,no trade ,0
10,15,0,5,8,5,5,no trade ,0
11,15,0,5,8,5,5,no trade ,0
12,15,0,4,8,4,5,no trade ,0
13,15,5,4,7,4,5,no trade ,0
14,15,0,4,8,5,5,no trade ,0
15,15,0,4,8,4,5,0.018884298955115075,10000
0,15,0,3,7,5,5,no trade ,0
1,15,0,5,8,5,5,no trade ,0
2,15,5,5,7,5,5,no trade ,0
3,15,5,4,6,4,5,no trade ,0
4,15,5,4,6,4,5,no trade ,0
5,15,5,3,4,5,5,no trade ,0
6,15,0,3,5,5,5,no trade ,0
7,15,0,3,5,4,5,no trade ,0
8,15,0,4,5,5,5,no trade ,0
9,15,0,6,6,4,5,no trade ,0
10,15,0,3,7,5,5,no trade ,0
11,15,5,4,7,4,5,no trade ,0
12,15,0,4,8,4,5,no trade ,0
13,15,5,4,6,5,5,no trade ,0
14,15,5,4,6,5,5,no trade ,0
15,15,5,5,5,5,5,-0.010903156359595819,10000
0,15,5,3,6,5,5,no trade ,0
1,15,0,3,4,5,5,no trade ,0
2,15,0,2,4,5,5,no trade ,0
3,15,0,2,3,4,5,no trade ,0
4,15,0,2,3,5,5,no trade ,0
5,15,0,4,3,4,5,no trade ,0
6,15,0,3,3,5,5,no trade ,0
7,15,0,4,4,5,5,no trade ,0
8,15,0,4,3,4,5,no trade ,0
9,15,0,3,2,5,5,no trade ,0
10,15,0,6,2,4,5,no trade ,0
11,15,0,5,3,5,5,no trade ,0
12,15,0,3,2,5,5,no trade ,0
13,15,0,3,2,5,5,no trade ,0
14,15,0,5,3,5,5,no trade ,0
15,15,0,4,3,4,5,0.013068715025546558,10000
0,15,0,4,4,5,5,no trade ,0
1,15,5,3,2,5,5,no trade ,0
2,15,0,3,2,5,5,no trade ,0
3,15,0,2,1,3,5,no trade ,0
4,15,0,5,1,5,5,no trade ,0
5,15,0,3,2,4,5,no trade ,0
6,15,0,3,2,5,5,no trade ,0
7,15,0,4,3,5,5,no trade ,0
8,15,5,2,3,5,5,no trade ,0
9,15,0,4,3,5,5,no trade ,0
10,15,0,3,3,5,5,no trade ,0
11,15,0,3,3,3,5,no trade ,0
12,15,0,3,3,4,5,no trade ,0
13,15,0,3,3,4,5,no trade ,0
14,15,5,4,3,4,5,no trade ,0
15,15,0,4,3,5,5,0.055140284393143967,10000
0,15,5,2,1,5,5,no trade ,0
1,15,5,2,0,4,5,no trade ,0
2,15,0,4,1,4,5,no trade ,0
3,15,0,4,2,4,5,no trade ,0
4,15,0,3,1,5,5,no trade ,0
5,15,0,5,2,5,5,no trade ,0
6,15,0,4,0,5,5,no trade ,0
7,15,5,5,1,4,5,no trade ,0
8,15,0,4,1,4,5,no trade ,0
9,15,0,4,1,4,5,no trade ,0
10,15,0,3,1,5,5,no trade ,0
11,15,0,3,1,5,5,no trade ,0
12,15,5,3,0,4,5,no trade ,0
13,15,0,4,1,5,5,no trade ,0
14,15,0,4,1,4,5,no trade ,0
15,15,5,4,1,6,5,0.030814175912078738,10000
0,15,0,4,0,5,5,no trade ,0
1,15,5,1,0,4,5,no trade ,0
2,15,0,3,0,5,5,no trade ,0
3,15,0,4,0,5,5,no trade ,0
4,15,0,4,1,4,5,no trade ,0
5,15,5,4,1,5,5,no trade ,0
6,15,0,3,0,4,5,no trade ,0
7,15,0,1,0,5,5,no trade ,0
8,15,0,0,0,4,5,no trade ,0
9,15,5,0,0,5,5,no trade ,0
10,15,5,0,0,5,5,no trade ,0
11,15,0,4,0,4,5,no trade ,0
12,15,0,4,0,4,5,no trade ,0
13,15,0,4,0,4,5,no trade ,0
14,15,0,4,0,4,5,no trade ,0
15,15,5,3,0,5,5,-0.02440974999130707,10000
0,15,0,4,0,5,5,no trade ,0
1,15,5,4,0,5,5,no trade ,0
2,15,0,2,0,5,5,no trade ,0
3,15,0,3,0,4,5,no trade ,0
4,15,0,4,0,4,5,no trade ,0
5,15,0,4,0,4,5,no trade ,0
6,15,5,2,0,4,5,no trade ,0
7,15,0,3,0,4,5,no trade ,0
8,15,5,3,0,5,5,no trade ,0
9,15,5,3,0,5,5,no trade ,0
10,15,0,4,0,4,5,no trade ,0
11,15,0,2,0,5,5,no trade ,0
12,15,0,3,0,5,5,no trade ,0
13,15,0,3,0,5,5,no trade ,0
14,15,0,3,0,5,5,no trade ,0
15,15,0,5,1,5,5,0.003129237509126943,10000
0,15,0,4,4,5,5,no trade ,0
1,15,0,4,4,4,5,no trade ,0
2,15,5,5,4,5,5,no trade ,0
3,15,0,4,3,5,5,no trade ,0
4,15,0,4,3,4,5,no trade ,0
5,15,0,7,3,5,5,no trade ,0
6,15,0,4,3,4,5,no trade ,0
7,15,5,5,3,4,5,no trade ,0
8,15,0,6,3,5,5,no trade ,0
9,15,5,5,2,5,5,no trade ,0
10,15,0,4,2,4,5,no trade ,0
11,15,0,4,4,4,5,no trade ,0
12,15,0,3,4,4,5,no trade ,0
13,15,0,3,5,4,5,no trade ,0
14,15,0,3,4,5,5,no trade ,0
15,15,5,5,5,4,5,0.011255080418244346,10000
0,15,0,4,5,5,5,no trade ,0
1,15,5,6,6,4,5,no trade ,0
2,15,0,7,6,4,5,no trade ,0
3,15,0,4,7,5,5,no trade ,0
4,15,0,3,9,4,5,no trade ,0
5,15,5,3,8,5,5,no trade ,0
6,15,0,5,9,4,5,no trade ,0
7,15,0,4,8,4,5,no trade ,0
8,15,0,4,7,4,5,no trade ,0
9,15,5,4,7,4,5,no trade ,0
10,15,0,4,8,5,5,no trade ,0
11,15,0,3,8,5,5,no trade ,0
12,15,0,3,8,5,5,no trade ,0
13,15,0,5,7,4,5,no trade ,0
14,15,5,4,8,5,5,no trade ,0
15,15,0,5,8,5,5,0.046526162286031736,10000
0,15,0,3,6,5,5,no trade ,0
1,15,0,4,7,5,5,no trade ,0
2,15,0,5,6,5,5,no trade ,0
3,15,5,3,5,4,5,no trade ,0
4,15,5,3,5,4,5,no trade ,0
5,15,0,2,4,4,5,no trade ,0
6,15,0,4,5,4,5,no trade ,0
7,15,0,3,5,4,5,no trade ,0
8,15,0,3,5,4,5,no trade ,0
9,15,0,5,7,5,5,no trade ,0
10,15,0,5,7,5,5,no trade ,0
11,15,5,6,7,4,5,no trade ,0
12,15,0,6,7,5,5,no trade ,0
13,15,0,3,5,4,5,no trade ,0
14,15,0,3,5,4,5,no trade ,0
15,15,0,3,6,5,5,0.02014378494773035,10000
0,15,5,4,5,5,5,no trade ,0
1,15,5,4,3,5,5,no trade ,0
2,15,5,4,4,4,5,no trade ,0
3,15,0,3,3,5,5,no trade ,0
4,15,0,3,3,4,5,no trade ,0
5,15,0,3,3,5,5,no trade ,0
6,15,0,3,4,4,5,no trade ,0
7,15,5,4,3,5,5,no trade ,0
8,15,0,2,1,5,5,no trade ,0
9,15,0,3,2,4,5,no trade ,0
10,15,0,4,3,4,5,no trade ,0
11,15,0,5,3,4,5,no trade ,0
12,15,0,4,2,4,5,no trade ,0
13,15,0,4,2,4,5,no trade ,0
14,15,0,3,2,4,5,no trade ,0
15,15,0,3,3,4,5,0.01974210142157033,10000
0,15,0,4,3,5,5,no trade ,0
1,15,0,4,2,5,5,no trade ,0
2,15,0,4,2,5,5,no trade ,0
3,15,5,4,1,6,5,no trade ,0
4,15,0,3,2,4,5,no trade ,0
5,15,0,4,2,4,5,no trade ,0
6,15,0,4,2,4,5,no trade ,0
7,15,0,3,3,5,5,no trade ,0
8,15,0,3,3,5,5,no trade ,0
9,15,0,4,3,5,5,no trade ,0
10,15,5,2,3,5,5,no trade ,0
11,15,0,2,3,5,5,no trade ,0
12,15,0,1,3,5,5,no trade ,0
13,15,5,3,3,4,5,no trade ,0
14,15,0,3,3,5,5,no trade ,0
15,15,0,4,3,4,5,0.07553994365805308,10000
0,15,0,3,1,5,5,no trade ,0
1,15,5,2,0,5,5,no trade ,0
2,15,0,3,1,4,5,no trade ,0
3,15,5,3,2,5,5,no trade ,0
4,15,0,4,2,4,5,no trade ,0
5,15,0,4,2,4,5,no trade ,0
6,15,0,5,0,4,5,no trade ,0
7,15,0,3,0,5,5,no trade ,0
8,15,0,6,2,4,5,no trade ,0
9,15,0,4,1,4,5,no trade ,0
10,15,0,5,0,5,5,no trade ,0
11,15,0,5,0,5,5,no trade ,0
12,15,0,3,0,4,5,no trade ,0
13,15,5,6,0,9,5,no trade ,0
14,15,5,4,1,4,5,no trade ,0
15,15,0,3,0,5,5,0.028172933115369902,10000
0,15,5,2,0,5,5,no trade ,0
1,15,0,3,0,5,5,no trade ,0
2,15,0,3,0,4,5,no trade ,0
3,15,0,4,1,4,5,no trade ,0
4,15,0,5,1,4,5,no trade ,0
5,15,0,3,0,5,5,no trade ,0
6,15,0,3,0,5,5,no trade ,0
7,15,0,2,0,4,5,no trade ,0
8,15,0,1,0,4,5,no trade ,0
9,15,5,1,0,4,5,no trade ,0
10,15,5,1,0,5,5,no trade ,0
11,15,0,4,0,5,5,no trade ,0
12,15,0,3,0,5,5,no trade ,0
13,15,0,3,0,5,5,no trade ,0
14,15,0,3,1,5,5,no trade ,0
15,15,0,5,0,4,5,0.02587736078745087,10000
0,15,0,3,0,5,5,no trade ,0
1,15,0,3,0,5,5,no trade ,0
2,15,5,3,0,4,5,no trade ,0
3,15,0,3,0,4,5,no trade ,0
4,15,0,6,0,5,5,no trade ,0
5,15,0,4,0,4,5,no trade ,0
6,15,0,3,0,5,5,no trade ,0
7,15,5,4,0,4,5,no trade ,0
8,15,0,3,0,4,5,no trade ,0
9,15,0,3,0,4,5,no trade ,0
10,15,0,4,0,5,5,no trade ,0
11,15,0,2,0,5,5,no trade ,0
12,15,0,3,0,5,5,no trade ,0
13,15,0,3,0,5,5,no trade ,0
14,15,0,5,0,5,5,no trade ,0
15,15,0,4,0,4,5,-0.001947216523523071,10000
0,15,5,3,3,5,5,no trade ,0
1,15,5,3,3,4,5,no trade ,0
2,15,5,4,4,5,5,no trade ,0
3,15,5,4,3,4,5,no trade ,0
4,15,5,5,3,4,5,no trade ,0
5,15,0,5,3,4,5,no trade ,0
6,15,0,5,3,4,5,no trade ,0
7,15,0,5,2,4,5,no trade ,0
8,15,0,5,3,5,5,no trade ,0
9,15,5,5,2,5,5,no trade ,0
10,15,5,3,2,4,5,no trade ,0
11,15,0,5,3,4,5,no trade ,0
12,15,0,3,4,5,5,no trade ,0
13,15,0,3,5,4,5,no trade ,0
14,15,0,3,4,5,5,no trade ,0
15,15,5,4,5,4,5,0.0045850845809163225,10000
0,15,0,4,5,5,5,no trade ,0
1,15,0,6,6,4,5,no trade ,0
2,15,0,6,6,4,5,no trade ,0
3,15,0,4,7,4,5,no trade ,0
4,15,0,3,8,4,5,no trade ,0
5,15,0,3,8,5,5,no trade ,0
6,15,0,4,9,5,5,no trade ,0
7,15,0,3,8,5,5,no trade ,0
8,15,5,4,8,6,5,no trade ,0
9,15,0,4,7,4,5,no trade ,0
10,15,5,5,8,4,5,no trade ,0
11,15,5,2,8,5,5,no trade ,0
12,15,0,3,8,5,5,no trade ,0
13,15,5,5,7,5,5,no trade ,0
14,15,0,4,8,4,5,no trade ,0
15,15,0,4,8,4,5,0.032496614935944176,10000
0,15,0,4,7,5,5,no trade ,0
1,15,0,3,7,5,5,no trade ,0
2,15,0,4,7,5,5,no trade ,0
3,15,0,5,5,4,5,no trade ,0
4,15,0,4,6,4,5,no trade ,0
5,15,5,3,4,5,5,no trade ,0
6,15,0,4,5,5,5,no trade ,0
7,15,0,4,5,5,5,no trade ,0
8,15,0,4,5,4,5,no trade ,0
9,15,0,4,7,4,5,no trade ,0
10,15,0,4,7,5,5,no trade ,0
11,15,0,5,7,4,5,no trade ,0
12,15,0,3,7,4,5,no trade ,0
13,15,5,4,6,5,5,no trade ,0
14,15,5,4,6,5,5,no trade ,0
15,15,0,3,5,5,5,0.012641961587885945,10000
0,15,0,4,5,5,5,no trade ,0
1,15,5,3,4,4,5,no trade ,0
2,15,5,3,3,5,5,no trade ,0
3,15,0,2,3,4,5,no trade ,0
4,15,0,2,3,5,5,no trade ,0
5,15,5,3,3,4,5,no trade ,0
6,15,0,4,3,4,5,no trade ,0
7,15,0,3,3,5,5,no trade ,0
8,15,5,3,2,5,5,no trade ,0
9,15,5,4,2,4,5,no trade ,0
10,15,0,4,3,5,5,no trade ,0
11,15,5,5,3,5,5,no trade ,0
12,15,0,4,2,5,5,no trade ,0
13,15,0,4,2,5,5,no trade ,0
14,15,0,5,2,6,5,no trade ,0
15,15,0,3,3,4,5,0.0004865334491746308,10000
0,15,0,4,4,5,5,no trade ,0
1,15,0,3,2,5,5,no trade ,0
2,15,0,3,2,5,5,no trade ,0
3,15,0,3,1,5,5,no trade ,0
4,15,0,4,2,4,5,no trade ,0
5,15,5,3,2,4,5,no trade ,0
6,15,0,3,2,4,5,no trade ,0
7,15,5,4,3,4,5,no trade ,0
8,15,5,3,3,4,5,no trade ,0
9,15,0,5,4,5,5,no trade ,0
10,15,5,2,3,4,5,no trade ,0
11,15,0,2,3,5,5,no trade ,0
12,15,0,2,3,5,5,no trade ,0
13,15,0,3,3,5,5,no trade ,0
14,15,0,3,3,4,5,no trade ,0
15,15,0,6,3,5,5,0.08311887041802879,10000
0,15,0,2,1,5,5,no trade ,0
1,15,0,4,0,4,5,no trade ,0
2,15,0,5,1,4,5,no trade ,0
3,15,5,4,2,5,5,no trade ,0
4,15,0,6,2,5,5,no trade ,0
5,15,0,3,1,5,5,no trade ,0
6,15,0,3,0,4,5,no trade ,0
7,15,0,6,0,5,5,no trade ,0
8,15,0,4,1,5,5,no trade ,0
9,15,0,5,1,5,5,no trade ,0
10,15,0,4,1,5,5,no trade ,0
11,15,0,4,1,5,5,no trade ,0
12,15,0,3,0,5,5,no trade ,0
13,15,5,5,1,5,5,no trade ,0
14,15,5,3,1,5,5,no trade ,0
15,15,5,4,1,5,5,0.036101836393989985,10000
0,15,0,4,0,5,5,no trade ,0
1,15,0,3,0,4,5,no trade ,0
2,15,0,3,0,4,5,no trade ,0
3,15,0,5,1,5,5,no trade ,0
4,15,5,5,1,6,5,no trade ,0
5,15,5,4,0,5,5,no trade ,0
6,15,0,1,0,5,5,no trade ,0
7,15,0,2,0,5,5,no trade ,0
8,15,0,0,0,5,5,no trade ,0
9,15,0,2,0,4,5,no trade ,0
10,15,0,1,0,4,5,no trade ,0
11,15,0,3,0,4,5,no trade ,0
12,15,5,4,0,4,5,no trade ,0
13,15,0,5,0,6,5,no trade ,0
14,15,0,3,1,5,5,no trade ,0
15,15,0,4,0,4,5,0.0030604437643458305,10000
0,15,0,3,0,5,5,no trade ,0
1,15,0,3,0,5,5,no trade ,0
2,15,5,4,0,6,5,no trade ,0
3,15,0,5,0,5,5,no trade ,0
4,15,0,4,0,5,5,no trade ,0
5,15,5,4,0,5,5,no trade ,0
6,15,5,4,0,5,5,no trade ,0
7,15,5,4,0,4,5,no trade ,0
8,15,0,3,0,4,5,no trade ,0
9,15,0,3,0,4,5,no trade ,0
10,15,0,4,0,4,5,no trade ,0
11,15,0,3,0,4,5,no trade ,0
12,15,0,2,0,4,5,no trade ,0
13,15,0,3,0,5,5,no trade ,0
14,15,0,4,0,4,5,no trade ,0
15,15,5,5,1,5,5,0.01947555122765528,10000
0,15,0,4,3,5,5,no trade ,0
1,15,0,4,3,5,5,no trade ,0
2,15,0,3,3,4,5,no trade ,0
3,15,0,4,3,5,5,no trade ,0
4,15,5,4,3,4,5,no trade ,0
5,15,0,6,3,5,5,no trade ,0
6,15,0,5,3,4,5,no trade ,0
7,15,5,4,2,5,5,no trade ,0
8,15,0,6,3,5,5,no trade ,0
9,15,0,5,2,4,5,no trade ,0
